Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii
OG0003390							VWU48189,VWU50722			PF3D7_1328300.1	PGSY75_1328300.1	PGAL8A_00240600	PKNH_0818200,PKNH_1272100	PRCDC_1327300.1	PVP01_1226100			
OG0003391							VWU48391			PF3D7_1029100.1,PF3D7_1029100.2	PGSY75_1029100.1	PGAL8A_00488400	PKNH_0613800	PRCDC_1028400.1,PRCDC_1028400.2	PVP01_0614200			
OG0003392							VWU48426,VWU52495			PF3D7_0207300.1	PGSY75_0207300.1	PGAL8A_00017100,PGAL8A_00330300	PKNH_0413800	PRCDC_0206300.1	PVP01_0418000			
OG0003393							VWU48738,VWU51707,VWU52014			PF3D7_0629600.1	PGSY75_0629600.1	PGAL8A_00158100	PKNH_1119900	PRCDC_0628000.1	PVP01_1119900			
OG0003394							VWU49011,VWU52932			PF3D7_0721000.1	PGSY75_0005500.1,PGSY75_0721000.1	PGAL8A_00084200	PKNH_0316400	PRCDC_0718200.1	PVP01_0316700			
OG0003395							VWU49176			PF3D7_0920100.1	PGSY75_0920100.1,PGSY75_0920100.2	PGAL8A_00432900	PKNH_0718100	PRCDC_0918100.1	PVP01_0718500		TA03920	
OG0003396							VWU49541			PF3D7_1136700.1,PF3D7_1136700.2	PGSY75_1136700.1,PGSY75_1136700.2	PGAL8A_00364300	PKNH_0934900	PRCDC_1135100.1	PVP01_0937600			
OG0003397							VWU49564,VWU49568,VWU51325			PF3D7_1317500.1	PGSY75_1317500.1	PGAL8A_00513800	PKNH_1418200	PRCDC_1316500.1	PVP01_1418400			
OG0003398							VWU49786		NEPH_000356-T1,NEPH_004186-T1	PF3D7_1463400.1	PGSY75_1463400.1	PGAL8A_00222800	PKNH_1218100	PRCDC_1462600.1	PVP01_1243400			
OG0003399							VWU50049			PF3D7_0724600.1	PGSY75_0005600A.1,PGSY75_0005600B.1,PGSY75_0005600C.1	PGAL8A_00182100	PKNH_0320000	PRCDC_0721800.1	PVP01_0320300			
OG0003400							VWU50212,VWU51448,VWU52823			PF3D7_0320400.1	PGSY75_0320400.1	PGAL8A_00395900	PKNH_0820800	PRCDC_0319700.1	PVP01_0819800			
OG0003401							VWU50307			PF3D7_0704100.1	PGSY75_0005400A.1,PGSY75_0005400B.1,PGSY75_0704100.1	PGAL8A_00044200	PKNH_0102300	PRCDC_0702300.1	PVP01_0104300			
OG0003402							VWU50422			PF3D7_0216300.1	PGSY75_0001700A.1,PGSY75_0001700B.1,PGSY75_0216300.1	PGAL8A_00406900	PKNH_0404600	PRCDC_0215200.1	PVP01_0408700			
OG0003403							VWU50690		NEPH_001146-T1	PF3D7_1314700.1	PGSY75_1314700.1	PGAL8A_00511000	PKNH_1415300	PRCDC_1313700.1	PVP01_1415600		TA09650	
OG0003404							VWU50716,VWU52636		NEPH_002911-T1	PF3D7_0710500.1	PGSY75_0710500.1	PGAL8A_00050600	PKNH_0109200	PRCDC_0708700.1	PVP01_0110900			
OG0003405							VWU50939,VWU51660		NEPH_000689-T1	PF3D7_0928800.1	PGSY75_0928800.1	PGAL8A_00441600	PKNH_0727100	PRCDC_0926800.1	PVP01_0727300			
OG0003406							VWU51004	Ncaninum_LIV_000534800		PF3D7_1007700.1	PGSY75_1007700.1	PGAL8A_00383800	PKNH_0806500	PRCDC_1007100.1	PVP01_0807400			TGME49_280460
OG0003407							VWU51096		NEPH_003453-T1	PF3D7_1453600.1	PGSY75_1453600.1	PGAL8A_00212800	PKNH_1228500	PRCDC_1452900.1	PVP01_1253400		TA13450	
OG0003408							VWU51159		NEPH_001119-T1,NEPH_002116-T1	PF3D7_1216100.1	PGSY75_1216100.1	PGAL8A_00530700	PKNH_1435600	PRCDC_1215400.1	PVP01_1434900			
OG0003409							VWU52222		NEPH_004073-T1	PF3D7_0819700.1	PGSY75_0819700.1	PGAL8A_00112700	PKNH_1313500	PRCDC_0819000.1	PVP01_0514600		TA14580	
OG0003410							VWU52500	Ncaninum_LIV_000084100		PF3D7_0504900.1		PGAL8A_00026100	PKNH_1028700	PRCDC_0504100.1	PVP01_1029100	SN3_02000145		TGME49_230610
OG0003411							VWU52515	Ncaninum_LIV_000097300		PF3D7_0927200.1	PGSY75_0927200.1	PGAL8A_00440000	PKNH_0725500	PRCDC_0925200.1	PVP01_0725700			TGME49_255310
OG0003412							VVF13533			PF3D7_API01300.1	PGSY75_API01300.1	PGAL8A_API01200	PKNH_API02200	PRCDC_API01400.1	PVP01_API01200	XS_temp39		TGME49_300631
OG0003413								Ncaninum_LIV_000132500		PF3D7_0715300.1	PGSY75_0715300.1	PGAL8A_00520000	PKNH_1424300	PRCDC_0712600.1	PVP01_1424400	SN3_00200360		TGME49_262540
OG0003414								Ncaninum_LIV_000157800,Ncaninum_LIV_000157900,Ncaninum_LIV_000158300								SN3_01200245,SN3_01200250,SN3_01200270		TGME49_227430,TGME49_227570,TGME49_227580
OG0003415								Ncaninum_LIV_000184800		PF3D7_1332100.1	PGSY75_1332100.1	PGAL8A_00244300	PKNH_1268500	PRCDC_1331100.1	PVP01_1222600	SN3_00102765		TGME49_224570
OG0003416								Ncaninum_LIV_000238000,Ncaninum_LIV_000238100,Ncaninum_LIV_000238400,Ncaninum_LIV_000238500,Ncaninum_LIV_000238600,Ncaninum_LIV_000238700,Ncaninum_LIV_000238800,Ncaninum_LIV_000238900,Ncaninum_LIV_000692700										
OG0003417								Ncaninum_LIV_000338000,Ncaninum_LIV_000338100,Ncaninum_LIV_000338200,Ncaninum_LIV_000338300,Ncaninum_LIV_000338400,Ncaninum_LIV_000338500								SN3_00100275		TGME49_215885,TGME49_298590
OG0003418										PF3D7_0101100.1,PF3D7_0324300.1,PF3D7_0601000.1,PF3D7_0631600.1,PF3D7_1039900.1,PF3D7_1101500.1	PGSY75_0030400.1			PRCDC_0008500.1,PRCDC_0112500.1				
OG0003419										PF3D7_0102200.1,PF3D7_1149200.1	PGSY75_0015000.1,PGSY75_0102200.1,PGSY75_1149500.1			PRCDC_0055900.1,PRCDC_0100100.1,PRCDC_1147100.1,PRCDC_1147400.1				
OG0003420												PGAL8A_00473500,PGAL8A_00473600,PGAL8A_00473700,PGAL8A_00494600,PGAL8A_00494700,PGAL8A_00494800,PGAL8A_00494900,PGAL8A_00495000,PGAL8A_00495100						
OG0003421													PKNH_0501100		PVP01_0515700,PVP01_0515900,PVP01_0516100,PVP01_0516200,PVP01_0516300,PVP01_0516400,PVP01_0516500,PVP01_0525400			
OG0003422															PVP01_0001460,PVP01_0003510,PVP01_0004800,PVP01_0005880,PVP01_0006460,PVP01_0008040,PVP01_0200600,PVP01_0736300,PVP01_0840500			
OG0003423															PVP01_0005550,PVP01_0005730,PVP01_0009420,PVP01_0010340,PVP01_0502400,PVP01_0534800,PVP01_0624900,PVP01_1148600,PVP01_1472100			
OG0003424															PVP01_0901300,PVP01_0901400,PVP01_0901500,PVP01_0902100,PVP01_0902200,PVP01_0902300,PVP01_0902500,PVP01_0902600,PVP01_0902800			
OG0003425	EDO05260.2			cyc_06113	ETH2_0513700			Ncaninum_LIV_000720200	NEPH_005191-T1							SN3_00501235	TA05420	TGME49_222350
OG0003426	EDO05426.2	KAF8818024.1			ETH2_1125100			Ncaninum_LIV_000522900	NEPH_001591-T1							SN3_01900220	TA20535	TGME49_294898
OG0003427	EDO05491.1						VWU51535			PF3D7_1351300.1		PGAL8A_00262400	PKNH_1249600	PRCDC_1350300.1	PVP01_1203500		TA14745	
OG0003428	EDO05499.2						VWU51784			PF3D7_1302400.1	PGSY75_1302400.1	PGAL8A_00498400	PKNH_1402600	PRCDC_1301400.1	PVP01_1403300			
OG0003429	EDO06014.2		cgd6_2950-RA		ETH2_1312200			Ncaninum_LIV_000382600	NEPH_003522-T1							SN3_03600180	TA08875	TGME49_312970
OG0003430	EDO06022.2			cyc_02718	ETH2_0402400			Ncaninum_LIV_000380300	NEPH_000973-T1							SN3_00501190	TA08835	TGME49_313200
OG0003431	EDO06046.2			cyc_05835	ETH2_1501200			Ncaninum_LIV_000112300	NEPH_000618-T1							SN3_01600130	TA08730	TGME49_259600
OG0003432	EDO06092.1						VWU52427			PF3D7_0419300.1	PGSY75_0419300.1	PGAL8A_00092800	PKNH_0512000	PRCDC_0416800.1	PVP01_0528700			
OG0003433	EDO06129.2		cgd5_840-RA	cyc_04736	ETH2_0805100			Ncaninum_LIV_000076400								SN3_00700885	TA08300	TGME49_231850
OG0003434	EDO06221.1						VWU52832			PF3D7_0519900.1	PGSY75_0519900.1	PGAL8A_00067300	PKNH_1013200	PRCDC_0519000.1	PVP01_1014000			
OG0003435	EDO06268.2						VWU50200			PF3D7_0516600.1	PGSY75_0516600.1	PGAL8A_00038100	PKNH_1016700	PRCDC_0515700.1	PVP01_1017400			
OG0003436	EDO06278.1				ETH2_1372900			Ncaninum_LIV_000064900	NEPH_000588-T1,NEPH_003228-T1							SN3_00401520	TA07550	TGME49_233120
OG0003437	EDO06286.2	KAF8820984.1		cyc_03509	ETH2_1366800			Ncaninum_LIV_000336700								SN3_01200320	TA07510	TGME49_300340
OG0003438	EDO06297.1	KAF8819519.1	cgd7_3740-RA		ETH2_0402200			Ncaninum_LIV_000571000								SN3_00300585	TA07420	TGME49_243730
OG0003439	EDO06336.2	KAF8821342.1,KAF8821343.1,KAF8821851.1		cyc_00776	ETH2_0914500				NEPH_002610-T1								TA07175	
OG0003440	EDO06493.1	KAF8821543.1,KAF8821821.1	cgd2_4200-RA					Ncaninum_LIV_000513500	NEPH_003851-T1								TA13495	TGME49_210380
OG0003441	EDO06558.1						VWU50870			PF3D7_0507200.1	PGSY75_0507200.1	PGAL8A_00028300	PKNH_1026400	PRCDC_0506400.1	PVP01_1026800			
OG0003442	EDO06585.2						VWU48544			PF3D7_0708000.1	PGSY75_0708000.1	PGAL8A_00048100	PKNH_0106500	PRCDC_0706200.1	PVP01_0108200			
OG0003443	EDO06600.2	KAF8819736.1	cgd8_3470-RA	cyc_01079	ETH2_0820000			Ncaninum_LIV_000356300									TA05640	TGME49_315950
OG0003444	EDO06714.1	KAF8819885.1		cyc_05613	ETH2_0716800			Ncaninum_LIV_000701400	NEPH_010630-T1								TA14625	TGME49_237890
OG0003445	EDO07670.1						VWU51247			PF3D7_1242900.1		PGAL8A_00463600	PKNH_1462200	PRCDC_1242300.1	PVP01_1460000		TA17995	
OG0003446	KAG6440086.1			cyc_07490	ETH2_0957900			Ncaninum_LIV_000565000	NEPH_006196-T1							SN3_02100340	TA17850	TGME49_242870
OG0003447	EDO07775.2	KAF8822307.1		cyc_08703	ETH2_1257400				NEPH_000050-T1,NEPH_001515-T1							SN3_00601080	TA18625	
OG0003448	EDO07838.1			cyc_02955,cyc_08197	ETH2_0736600			Ncaninum_LIV_000672600	NEPH_009887-T1							SN3_00200300		TGME49_320750
OG0003449	EDO07845.1			cyc_03159	ETH2_1339200			Ncaninum_LIV_000165900	NEPH_000078-T1							SN3_00800075	TA08280	TGME49_226500
OG0003450	EDO08046.1	KAF8823050.1			ETH2_1117600			Ncaninum_LIV_000073000	NEPH_007667-T1,NEPH_008854-T1							SN3_00700585		TGME49_232150
OG0003451	EDO08103.1	KAF8820717.1		cyc_04678	ETH2_1480700			Ncaninum_LIV_000493500								SN3_00102135	TA13015	TGME49_235350
OG0003452	KAG6440061.1	KAF8821005.1		cyc_01350	ETH2_1134300			Ncaninum_LIV_000629900	NEPH_001240-T1,NEPH_003431-T1									TGME49_220250
OG0003453	EDO08219.2	KAF8822183.1			ETH2_0957300			Ncaninum_LIV_000038700	NEPH_004184-T1							SN3_03300200	TA12485	TGME49_271840
OG0003454	EDO08231.1			cyc_07603	ETH2_1057700			Ncaninum_LIV_000129500	NEPH_007304-T1							SN3_00700840	TA12425	TGME49_262040
OG0003455	KAG6440012.1			cyc_02095	ETH2_1148200			Ncaninum_LIV_000483000	NEPH_004491-T1,NEPH_007373-T1								TA11035	TGME49_236820
OG0003456	EDO08295.1				ETH2_0635100			Ncaninum_LIV_000584400	NEPH_003128-T1,NEPH_005604-T1							SN3_01000975	TA10735	TGME49_283840
OG0003457	EDO08308.2			cyc_02410	ETH2_1359400			Ncaninum_LIV_000097600	NEPH_000780-T1							SN3_01000660	TA10635	TGME49_255350
OG0003458	EDO08336.2		cgd1_1290-RA	cyc_04640	ETH2_1426000			Ncaninum_LIV_000465500								SN3_00102035	TA10615	TGME49_215430
OG0003459	EDO08368.1	KAF8822353.1		cyc_05360	ETH2_1575900			Ncaninum_LIV_000613300	NEPH_002969-T1							SN3_01600280		TGME49_286790
OG0003460	EDO08419.2	KAF8821361.1						Ncaninum_LIV_000300900	NEPH_005008-T1,NEPH_008153-T1							SN3_00300830	TA10115	TGME49_246670
OG0003461	EDO08424.1			cyc_06759	ETH2_1125400			Ncaninum_LIV_000348800	NEPH_009747-T1							SN3_02000190	TA10080	TGME49_217010
OG0003462	EDO08547.1			cyc_06332	ETH2_1307600			Ncaninum_LIV_000352400	NEPH_001383-T1							SN3_01900515	TA10200	TGME49_316490
OG0003463	EDO08578.2	KAF8821161.1		cyc_01381	ETH2_1247500			Ncaninum_LIV_000354900	NEPH_010672-T1							SN3_01000210		TGME49_316200
OG0003464	EDO08587.1						VWU50369			PF3D7_1315500.1	PGSY75_1315500.1	PGAL8A_00511800	PKNH_1416200	PRCDC_1314500.1	PVP01_1416400			
OG0003465	EDO08729.1	KAF8817841.1,KAF8822470.1		cyc_00587	ETH2_0700200				NEPH_000022-T1							SN3_03800140	TA17000	
OG0003466	EDO06775.2	KAF8821919.1						Ncaninum_LIV_000186400,Ncaninum_LIV_000186500,Ncaninum_LIV_000249000,Ncaninum_LIV_000782000										TGME49_224290,TGME49_224310
OG0003467	EDO06807.2	KAF8822418.1						Ncaninum_LIV_000269600	NEPH_005463-T1,NEPH_007044-T1							SN3_01600710	TA21320	TGME49_251390
OG0003468	EDO06821.2		cgd1_2790-RA	cyc_04858	ETH2_1599800			Ncaninum_LIV_000396400								SN3_02900090	TA21410	TGME49_311110
OG0003469	EDO06848.1		cgd8_2840-RA	cyc_03467	ETH2_1003900			Ncaninum_LIV_000447600								SN3_00700630	TA19675	TGME49_201820
OG0003470	EDO06886.1			cyc_06389	ETH2_1500600			Ncaninum_LIV_000150100	NEPH_006157-T1							SN3_00201210	TA19455	TGME49_228490
OG0003471	EDO07088.1						VWU48454			PF3D7_0305400.1	PGSY75_0305400.1	PGAL8A_00004700	PKNH_0837300	PRCDC_0304700.1	PVP01_0834800			
OG0003472	EDO07121.1			cyc_00876	ETH2_1549200			Ncaninum_LIV_000485300	NEPH_005427-T1,NEPH_010590-T1							SN3_02900400		TGME49_236280
OG0003473	EDO07301.2			cyc_05808,cyc_05809	ETH2_0708500			Ncaninum_LIV_000272500								SN3_00401460	TA05855	TGME49_250680
OG0003474	EDO07411.1			cyc_09286	ETH2_0512900			Ncaninum_LIV_000294100	NEPH_004281-T1,NEPH_010107-T1								TA06705	TGME49_247648
OG0003475	EDO07503.1		cgd7_350-RA	cyc_00425	ETH2_1045600			Ncaninum_LIV_000412800	NEPH_003244-T1							SN3_03300265		TGME49_309190
OG0003476	EDO05653.1	KAF8821305.1			ETH2_1451000			Ncaninum_LIV_000112900	NEPH_006296-T1							SN3_01600160,SN3_02700045		TGME49_259660
OG0003477	EDO05763.1	KAF8822058.1	cgd8_960-RA	cyc_02138	ETH2_0518000			Ncaninum_LIV_000347600								SN3_02000250		TGME49_216890
OG0003478		KAF8822746.1,KAF8823105.1		cyc_06986	ETH2_0605000			Ncaninum_LIV_000662000	NEPH_009621-T1							SN3_02100120		TGME49_202950
OG0003479		KAF8823055.1		cyc_06383	ETH2_1221900,ETH2_1222000			Ncaninum_LIV_000629400	NEPH_004226-T1							SN3_00700105		TGME49_220290
OG0003480		KAF8823034.1		cyc_07592	ETH2_1342300			Ncaninum_LIV_000720900	NEPH_000355-T1,NEPH_004408-T1							SN3_01200540		TGME49_222270
OG0003481		KAF8817852.1,KAF8822982.1		cyc_00879	ETH2_1548900			Ncaninum_LIV_000214600	NEPH_009183-T1							SN3_00200385		TGME49_288600
OG0003482		KAF8822915.1				Htart_000095600				PF3D7_1458400.1	PGSY75_1458400.1	PGAL8A_00217700	PKNH_1223400	PRCDC_1457700.1	PVP01_1248500			
OG0003483		KAF8822145.1,KAF8822902.1		cyc_02260	ETH2_0933300			Ncaninum_LIV_000722100	NEPH_000657-T1							SN3_01100500		TGME49_222160
OG0003484		KAF8822898.1		cyc_02769	ETH2_1338000			Ncaninum_LIV_000478000	NEPH_001274-T1,NEPH_005386-T1							SN3_01900415		TGME49_237425
OG0003485		KAF8822877.1		cyc_04244	ETH2_1335200			Ncaninum_LIV_000191400	NEPH_003130-T1,NEPH_006796-T1							SN3_01500015		TGME49_223780
OG0003486		KAF8822837.1		cyc_08410	ETH2_0708400			Ncaninum_LIV_000232400	NEPH_002619-T1,NEPH_010219-T1							SN3_01200670		TGME49_266400
OG0003487		KAF8822820.1		cyc_02223	ETH2_1234000			Ncaninum_LIV_000183300	NEPH_001120-T1,NEPH_002115-T1							SN3_00601065		TGME49_224740
OG0003488		KAF8822812.1,KAF8822813.1		cyc_04963	ETH2_1043500			Ncaninum_LIV_000300100	NEPH_003706-T1,NEPH_003981-T1									TGME49_246760
OG0003489		KAF8822782.1		cyc_00264	ETH2_1319700			Ncaninum_LIV_000377500	NEPH_002075-T1,NEPH_006396-T1							SN3_01000105		TGME49_313480
OG0003490		KAF8822773.1		cyc_02517,cyc_05247	ETH2_0405400			Ncaninum_LIV_000770200	NEPH_002392-T1							SN3_01000865		TGME49_239885
OG0003491		KAF8822750.1		cyc_08642	ETH2_1313800			Ncaninum_LIV_000226700	NEPH_004373-T1,NEPH_005143-T1							SN3_02600165		TGME49_265360
OG0003492		KAF8821674.1,KAF8822688.1		cyc_06514	ETH2_0834400			Ncaninum_LIV_000444000	NEPH_000010-T1,NEPH_008067-T1									TGME49_202340
OG0003493		KAF8822680.1		cyc_07872	ETH2_1206000			Ncaninum_LIV_000293000	NEPH_001398-T1,NEPH_002137-T1							SN3_01400260		TGME49_248940
OG0003494		KAF8822681.1	cgd1_2540-RA	cyc_02464	ETH2_1203300			Ncaninum_LIV_000607300	NEPH_007324-T1							SN3_00900665		TGME49_285990
OG0003495		KAF8822604.1		cyc_00183	ETH2_1578200			Ncaninum_LIV_000373100	NEPH_000793-T1,NEPH_000964-T1,NEPH_007368-T1									TGME49_313950
OG0003496		KAF8822577.1	cgd1_2800-RA		ETH2_0520700			Ncaninum_LIV_000635600	NEPH_000225-T1,NEPH_001859-T1							SN3_02800315		TGME49_306280
OG0003497		KAF8822573.1		cyc_06906	ETH2_1258700			Ncaninum_LIV_000568700	NEPH_000245-T1,NEPH_001855-T1							SN3_00300715		TGME49_243460
OG0003498		KAF8822562.1		cyc_02960	ETH2_0404900			Ncaninum_LIV_000076200	NEPH_006838-T1,NEPH_010566-T1							SN3_00700880		TGME49_231870
OG0003499		KAF8822539.1	cgd7_2320-RA	cyc_08129	ETH2_0942400			Ncaninum_LIV_000039300	NEPH_003350-T1,NEPH_004662-T1									TGME49_271892
OG0003500		KAF8822442.1		cyc_04208	ETH2_1245900			Ncaninum_LIV_000398700	NEPH_001655-T1,NEPH_003907-T1							SN3_00400360		TGME49_310830
OG0003501		KAF8822362.1,KAF8822369.1		cyc_05752	ETH2_0413500			Ncaninum_LIV_000485500	NEPH_000460-T1,NEPH_009977-T1									TGME49_236260
OG0003502		KAF8821753.1,KAF8822335.1	cgd5_760-RA					Ncaninum_LIV_000626100	NEPH_001127-T1,NEPH_004767-T1							SN3_04000185		TGME49_287490
OG0003503		KAF8822265.1		cyc_00853	ETH2_1023000			Ncaninum_LIV_000319700	NEPH_005620-T1							SN3_02200140	TA20655	TGME49_218530
OG0003504		KAF8820592.1,KAF8822236.1		cyc_02742	ETH2_0626900			Ncaninum_LIV_000471600	NEPH_008847-T1							SN3_00600550		TGME49_214760
OG0003505		KAF8822180.1		cyc_03525	ETH2_1348400			Ncaninum_LIV_000770700	NEPH_003808-T1,NEPH_004818-T1							SN3_01000820		TGME49_239320
OG0003506		KAF8819048.1,KAF8822173.1	cgd8_3850-RA	cyc_01797	ETH2_1017400			Ncaninum_LIV_000261100	NEPH_000902-T1									TGME49_278670
OG0003507		KAF8822143.1	cgd6_2490-RA	cyc_05539	ETH2_0831200			Ncaninum_LIV_000544900	NEPH_006180-T1							SN3_00301115		TGME49_294280
OG0003508		KAF8822107.1	cgd8_3060-RA		ETH2_1024900			Ncaninum_LIV_000045000	NEPH_001151-T1							SN3_00202535		TGME49_272595,TGME49_272600
OG0003509		KAF8822103.1		cyc_03585	ETH2_0308600			Ncaninum_LIV_000109600	NEPH_002917-T1,NEPH_010369-T1							SN3_00500035		TGME49_259050
OG0003510		KAF8822083.1								PF3D7_1426400.1	PGSY75_1426400.1	PGAL8A_00297800	PKNH_1332300	PRCDC_1425700.1	PVP01_1322900	SN3_02700280		
OG0003511		KAF8822070.1		cyc_03018	ETH2_0403600			Ncaninum_LIV_000364100	NEPH_002168-T1,NEPH_009359-T1							SN3_01800295		TGME49_315260
OG0003512		KAF8822021.1		cyc_07047	ETH2_1581900			Ncaninum_LIV_000345300	NEPH_001476-T1,NEPH_002954-T1							SN3_02300160		TGME49_216630
OG0003513		KAF8821984.1	cgd5_960-RA	cyc_05553	ETH2_0718300			Ncaninum_LIV_000131100	NEPH_006877-T1							SN3_00800045		TGME49_262390
OG0003514		KAF8821949.1		cyc_01097	ETH2_1589700			Ncaninum_LIV_000305700	NEPH_010337-T1,NEPH_010565-T1							SN3_00801125		TGME49_245730
OG0003515		KAF8821924.1	cgd6_1530-RA	cyc_05113	ETH2_1514500			Ncaninum_LIV_000705000	NEPH_010136-T1							SN3_00401535		TGME49_301222
OG0003516		KAF8821897.1	cgd2_3440-RA	cyc_07888	ETH2_1139200			Ncaninum_LIV_000742500	NEPH_002979-T1							SN3_00101110		TGME49_209650
OG0003517		KAF8821866.1		cyc_05271	ETH2_1584700			Ncaninum_LIV_000421600	NEPH_006933-T1,NEPH_009874-T1							SN3_00900305		TGME49_254910
OG0003518		KAF8821338.1,KAF8821857.1		cyc_05159	ETH2_1257100			Ncaninum_LIV_000198600	NEPH_002609-T1							SN3_00800210		TGME49_211850
OG0003519		KAF8821834.1	cgd6_340-RA		ETH2_1257600			Ncaninum_LIV_000487400	NEPH_004808-T1,NEPH_010273-T1							SN3_00100705		TGME49_236030
OG0003520		KAF8821819.1		cyc_03629,cyc_03631	ETH2_0408900			Ncaninum_LIV_000097500	NEPH_004062-T1							SN3_01000655		TGME49_255340
OG0003521		KAF8821754.1		cyc_05880	ETH2_1345100			Ncaninum_LIV_000336100	NEPH_000434-T1,NEPH_007090-T1							SN3_00800330		TGME49_300270
OG0003522		KAF8821731.1,KAF8821732.1		cyc_03486	ETH2_0836400			Ncaninum_LIV_000763300	NEPH_005531-T1							SN3_00701040		TGME49_293460
OG0003523		KAF8821725.1	cgd7_4060-RA	cyc_05348	ETH2_1404100			Ncaninum_LIV_000669900	NEPH_008785-T1							SN3_01300170		TGME49_275802
OG0003524		KAF8821604.1,KAF8821657.1		cyc_00045	ETH2_0825800			Ncaninum_LIV_000167900	NEPH_000156-T1,NEPH_007057-T1									TGME49_226300
OG0003525		KAF8821649.1	cgd7_5420-RA	cyc_07572	ETH2_1339900			Ncaninum_LIV_000202300	NEPH_003330-T1							SN3_00600465		TGME49_234600
OG0003526		KAF8821650.1,KAF8821653.1			ETH2_1351000			Ncaninum_LIV_000396700	NEPH_003328-T1,NEPH_007415-T1							SN3_02900100		TGME49_311080
OG0003527		KAF8821643.1		cyc_00924	ETH2_1525800			Ncaninum_LIV_000167200	NEPH_000335-T1,NEPH_001308-T1							SN3_05400015		TGME49_226370
OG0003528		KAF8821631.1		cyc_02307	ETH2_0635700			Ncaninum_LIV_000717400,Ncaninum_LIV_000783600	NEPH_003811-T1							SN3_00900745		TGME49_222970
OG0003529		KAF8821633.1		cyc_01834	ETH2_0838300			Ncaninum_LIV_000022700	NEPH_000900-T1							SN3_01100125	TA17385	TGME49_269780
OG0003530		KAF8821583.1		cyc_00167	ETH2_1519700			Ncaninum_LIV_000304600	NEPH_006784-T1,NEPH_007731-T1							SN3_00801175		TGME49_246090
OG0003531		KAF8821551.1		cyc_08353,cyc_08355	ETH2_0506800			Ncaninum_LIV_000067600	NEPH_009506-T1							SN3_01500700		TGME49_232680
OG0003532		KAF8821552.1		cyc_02263	ETH2_0901600			Ncaninum_LIV_000685300,Ncaninum_LIV_000685400	NEPH_003470-T1							SN3_03200090		TGME49_319370
OG0003533		KAF8821516.1					VWU50819			PF3D7_1328900.1	PGSY75_1328900.1	PGAL8A_00241200	PKNH_1271500	PRCDC_1327900.1	PVP01_1225600			
OG0003534		KAF8819598.1,KAF8821494.1	cgd5_2020-RA					Ncaninum_LIV_000255100	NEPH_005500-T1,NEPH_005639-T1							SN3_00300210		TGME49_278120
OG0003535		KAF8821495.1				Htart_000351600				PF3D7_1145500.1	PGSY75_1145500.1	PGAL8A_00373000	PKNH_0943400	PRCDC_1143900.1	PVP01_0946200			
OG0003536		KAF8821480.1	cgd6_5070-RA	cyc_02077	ETH2_0301900			Ncaninum_LIV_000441500	NEPH_005516-T1							SN3_01400315		TGME49_202572
OG0003537		KAF8820000.1,KAF8821425.1		cyc_02835	ETH2_0722200			Ncaninum_LIV_000702000	NEPH_009279-T1							SN3_00600905		TGME49_237830
OG0003538		KAF8821381.1		cyc_01334	ETH2_1132300			Ncaninum_LIV_000608000	NEPH_006633-T1,NEPH_008368-T1							SN3_00900695		TGME49_286060
OG0003539		KAF8821313.1		cyc_02065	ETH2_0614800			Ncaninum_LIV_000424500	NEPH_001945-T1,NEPH_010602-T1							SN3_00600185		TGME49_254630
OG0003540		KAF8821249.1							NEPH_001942-T1	PF3D7_1207500.1	PGSY75_1207500.1	PGAL8A_00314500	PKNH_1307400	PRCDC_1206800.1	PVP01_1306600			
OG0003541		KAF8821252.1					VWU49653			PF3D7_0729000.1	PGSY75_0729000.1	PGAL8A_00095900	PKNH_0213600	PRCDC_0725800.1	PVP01_0214700			
OG0003542		KAF8821153.1		cyc_00467	ETH2_1032100			Ncaninum_LIV_000104700	NEPH_000195-T1,NEPH_009420-T1							SN3_00300435		TGME49_258625
OG0003543		KAF8820981.1,KAF8821129.1		cyc_06788	ETH2_1343600			Ncaninum_LIV_000138400	NEPH_002555-T1							SN3_03300015		TGME49_263130
OG0003544		KAF8821100.1					VWU53261			PF3D7_1024000.1	PGSY75_1024000.1	PGAL8A_00483300	PKNH_0608500	PRCDC_1023400.1	PVP01_0609200			
OG0003545		KAF8821080.1		cyc_00975	ETH2_0951200			Ncaninum_LIV_000555200	NEPH_000646-T1,NEPH_002727-T1							SN3_01500340		TGME49_240840
OG0003546		KAF8821024.1	cgd5_710-RA	cyc_03268	ETH2_1211000			Ncaninum_LIV_000013200	NEPH_002003-T1							SN3_03500185		TGME49_268720
OG0003547		KAF8817823.1,KAF8820960.1			ETH2_0724500			Ncaninum_LIV_000174400	NEPH_001595-T1,NEPH_005909-T1							SN3_00600785		TGME49_225470
OG0003548		KAF8820945.1	cgd3_1120-RA	cyc_03658	ETH2_1249500			Ncaninum_LIV_000146900	NEPH_009868-T1							SN3_00501205		TGME49_264120
